bill,date,code,sp,quantity,price,revenue,discount
,,125YYFL,Yoyo Promotion Funnyland,1,"139,000",,"139,000"
20004,9/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
20005,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
20006,9/7/2023,BX1995Z,Xe đồ chơi WHEEE-LS B.Toys,1,"890,000","801,000","89,000"
,,KG2973COL1S,Kính mát Sofia 1_KG2973COL1S,1,"280,000",,"280,000"
20007,9/7/2023,BX1481Z,Bộ gạch mềm B.Toys,1,"490,000","392,000","98,000"
,,KG2845COL1,Kính mát Frozen 1_KG2845COL1,1,"280,000",,"280,000"
20008,9/7/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","590,000","100,000"
20009,9/7/2023,AN2842Z,Nhện điều khiển từ xa màu đỏ,1,"790,000","790,000",
,,MAG-707022,Bộ Xe Đua Kart Rally (Kèm Nhân Vật) Magformers,1,"590,000","590,000",
,,MAG-701007,Bộ cơ bản 62 mảnh,1,"1,990,000","1,990,000",
,,PL6972,Farmer with Cow,1,"199,000",,"199,000"
20010,9/7/2023,4.5731E+12,POKEPLA 37 Mega Bursyamo,1,"549,000","549,000",
20011,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150001,9/7/2023,MAG-707023,Bộ Xe Thám Hiểm Jungle Rally (Kèm Nhân Vật) ,1,"590,000","590,000",
150002,9/7/2023,DL32650,Bộ tủ lạnh Dalimi,1,"1,190,000","1,071,000","119,000"
150003,9/7/2023,DL32650,Bộ tủ lạnh Dalimi,1,"1,190,000","1,071,000","119,000"
150004,9/7/2023,MAG-706005,Bộ Neon 14 mảnh,1,"790,000","474,000","316,000"
150005,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150006,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150007,9/7/2023,DL73049,Lò nướng cắm trại BBQ Dalimi,1,"990,000","990,000",
150008,9/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
150009,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150010,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150011,9/7/2023,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000","99,000",
150012,9/7/2023,DL73045,Bệnh Viện Thú Cưng Dalimi,1,"790,000","790,000",
150013,9/7/2023,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000","99,000",
,,PL70732,Blindpack nhân vật Playmobil Season 21 ,2,"99,000","198,000",
,,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000",,"99,000"
150014,9/7/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
150015,9/7/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
170001,9/7/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","1,090,000","200,000"
170002,9/7/2023,DL73243,Máy Hút Bụi Cầm Tay Dalimi,1,"890,000","890,000",
170003,9/7/2023,SG 450,Thử Thách Những Chú Mèo và Hộp,1,"449,000","449,000",
170004,9/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170005,9/7/2023,BX2063Z,Hộp trò chơi ú òa thời tiết vui nhộn,1,"590,000","590,000",
170006,9/7/2023,TM-421511,Đồ chơi mô hình S-20 Tsubame Express,1,"390,000","390,000",
,,TM-112907,R-14 Crossing Point Rail,1,"120,000",,"120,000"
,,TM-301585,Đồ chơi R-28 Double Turnout,1,"180,000",,"180,000"
170007,9/7/2023,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","89,000",
170008,9/7/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","590,000","100,000"
190001,9/7/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","590,000","100,000"
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
190002,9/7/2023,4.52112E+12,POKEMON Forest 7,1,"299,000","299,000",
190003,9/7/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,4.5731E+12,POKEPLA 47 SELECT SERIES Greninja,1,"499,000","499,000",
190004,9/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
190005,9/7/2023,TM-820420,Dream TF Bumblebee,1,"140,000","84,000","56,000"
190006,9/7/2023,TM-844723,Tomica Toy Story Woody And Rc,1,"279,000","139,000","140,000"
310001,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
310002,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
310003,9/7/2023,AQB-79258,AQB Alpha Set,2,"159,000","159,000","159,000"
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,"159,000","79,000","80,000"
310004,9/7/2023,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,"159,000","79,000","80,000"
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,"159,000","79,000","80,000"
310005,9/7/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
310006,9/7/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
310007,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
310008,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
310009,9/7/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
310010,9/7/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
310011,9/7/2023,HP32257,Máy làm sticker 3D Harp,1,"990,000","990,000",
310012,9/7/2023,MAG-715020,Bộ thử thách 30 mảnh,1,"1,290,000","990,000","300,000"
310013,9/7/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
310014,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
310015,9/7/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
310016,9/7/2023,HP73322,Bể cá cầu vồng Harp,1,"1,590,000","1,590,000",
310017,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
310018,9/7/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
310019,9/7/2023,MAG-715020,Bộ thử thách 30 mảnh,1,"1,290,000","990,000","300,000"
310020,9/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0001,9/7/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
SO0002,9/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0003,9/7/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
SO0004,9/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0005,9/7/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
SO0006,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,9/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
20001,10/7/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
20002,10/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
150001,10/7/2023,PL70882,Nghệ sĩ DJ,1,"149,000",,"149,000"
,,PL70377,Nghệ sĩ biểu diễn đường phố,1,"149,000","149,000",
,,PL70598,Hải tặc trên bè,1,"149,000","149,000",
,,PL70883,Người trông chó,1,"149,000","149,000",
150002,10/7/2023,PL70883,Người trông chó,1,"149,000",,"149,000"
,,PL70381,Đầu bếp bánh ngọt,1,"149,000","149,000",
,,PL70880,Sinh viên tốt nghiệp,1,"149,000","149,000",
,,PL70882,Nghệ sĩ DJ,1,"149,000","149,000",
,,PL70677,Set phụ kiện cửa hàng thời trang ,1,"349,000","279,000","70,000"
150003,10/7/2023,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
,,DL73169,Máy Giặt Dalimi,1,"890,000","801,000","89,000"
150004,10/7/2023,PL70878,Chiến binh và báo đen,1,"149,000","149,000",
150005,10/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150006,10/7/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150007,10/7/2023,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
150008,10/7/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
150009,10/7/2023,AN2802Z,Thế giới đồng quê Terra,1,"990,000","990,000",
150010,10/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150011,10/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","139,000","10,000"
,,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","551,000","39,000"
150012,10/7/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
170001,10/7/2023,TM-832652,DM Inside Out Sadness,1,"160,000","96,000","64,000"
170002,10/7/2023,MAG-715015,Bộ mở rộng 30 mảnh,1,"1,290,000","1,090,000","200,000"
170003,10/7/2023,TM-813903,Hắc Long Thần Chiến,2,"349,000","209,000","489,000"
,,HD-66001,Dream Ice Cream blocks 30pcs,1,"189,000","132,000","57,000"
170004,10/7/2023,4.98316E+12,POKEMON SUPER BIG PLUSH～CHARMANDER～,1,"699,000","699,000",
170005,10/7/2023,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","374,000","375,000"
170006,10/7/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
,,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
170007,10/7/2023,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","374,000","375,000"
,,125YYFL,Yoyo Promotion Funnyland,1,"139,000",,"139,000"
,,WH1210Z,Xe cứu hỏa nhỏ Driven,1,"429,000","429,000",
170008,10/7/2023,SG 466,Thử thách IQ Blox,1,"279,000","279,000",
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
170009,10/7/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
190001,10/7/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
190002,10/7/2023,HP0088,Bộ làm bánh Harp,1,"849,000","679,000","170,000"
190003,10/7/2023,PL70888,Xe thăm dò sao Hỏa,1,"1,990,000","1,592,000","398,000"
190004,10/7/2023,PL70883,Người trông chó,1,"149,000","149,000",
SO0001,10/7/2023,TM-869689,Tomica Handy Map,2,"439,000","264,000","614,000"
SO0002,10/7/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","1,090,000",
SO0003,10/7/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","1,090,000",
SO0004,10/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0005,10/7/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
SO0006,10/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0007,10/7/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0008,10/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0009,10/7/2023,AN6039Z,Ống Bò sát Terra,1,"399,000","399,000",
SO0010,10/7/2023,MAG-715015,Bộ mở rộng 30 mảnh,1,"1,290,000","1,090,000","200,000"
SO0011,10/7/2023,TM-470700,Shinkansen Super Komachi Set,1,"1,190,000","714,000","476,000"
SO0012,10/7/2023,EP-5245,Boutique Gift Set A,1,"2,290,000","1,603,000","687,000"
,,EP-6020,Dress up Set (Purple & Pink),1,"279,000","195,000","84,000"
,,EP-6015,Fashion Showcase Set,1,"239,000","167,000","72,000"
,,EP-6021,Dress up Set (Blue & Green),1,"279,000","195,000","84,000"
,,EP-6013,Boutique Fashion Set,1,"449,000","314,000","135,000"
SO0013,10/7/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
,,SG 098,Thử thách Đảo kho báu,1,"590,000","590,000",
20001,11/7/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.32,Túi xách 3D hình chú chim Oops,1,"299,000",,"299,000"
20002,11/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
20003,11/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
20004,11/7/2023,WH1077Z,Bộ sân bay Driven,1,"890,000","890,000",
,,125YYFL,Yoyo Promotion Funnyland,1,"139,000",,"139,000"
20005,11/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
20006,11/7/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
,,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,890,000",
20007,11/7/2023,507-105,Mũ bảo hộ chơi xe trượt scooter GLOBBER ELITE ,1,"1,180,000","1,180,000",
20008,11/7/2023,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","374,000","375,000"
150001,11/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150002,11/7/2023,DL73050,Bộ lều và dụng cụ cắm trại Dalimi,1,"1,190,000","1,190,000",
150003,11/7/2023,MAG-703019,Bộ Vòng Quay Bí Ẩn 40 Mảnh,1,"1,990,000","1,990,000",
150004,11/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
150005,11/7/2023,DL73050,Bộ lều và dụng cụ cắm trại Dalimi,1,"1,190,000","1,190,000",
150006,11/7/2023,MAG-715019,Bộ thử thách 14 mảnh,1,"690,000","590,000","100,000"
150007,11/7/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
150008,11/7/2023,PL9271,Nội thất phòng ngủ,1,"590,000","590,000",
170001,11/7/2023,EP-6013,Boutique Fashion Set,1,"449,000","314,000","135,000"
,,EP-6019,Dress up Set (Navy & Light Blue),1,"279,000","195,000","84,000"
,,EP-6021,Dress up Set (Blue & Green),1,"279,000","195,000","84,000"
,,EP-5264,Cake Decorating Set,1,"459,000","321,000","138,000"
,,EP-6015,Fashion Showcase Set,1,"239,000","167,000","72,000"
,,EP-4870,Day at the Seaside,1,"699,000","489,000","210,000"
170002,11/7/2023,KG3032COL2,Kính mát Sofia 1_KG3032COL2,1,"280,000","280,000",
,,TM-399957,Panda Family Gift Set,1,"449,000","224,000","225,000"
,,POP-017/2017,8956688 H: King Penguin And Pulley Set,1,,,
170003,11/7/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
170004,11/7/2023,MAG-707022,Bộ Xe Đua Kart Rally (Kèm Nhân Vật) Magformers,1,"590,000","590,000",
190001,11/7/2023,4.5731E+12,POKEPLA 47 SELECT SERIES Greninja,1,"499,000","499,000",
SO0011,11/7/2023,LO31075Z,LORI Adley Doll,1,"459,000","137,000","322,000"
,,LO31102Z,LORI Sabella Urban Doll,1,"459,000","137,000","322,000"
,,LO31132Z,LORI Joanna Doll -  PiLORIt,1,"459,000","137,000","322,000"
SO0012,11/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0013,11/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0014,11/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0015,11/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0017,11/7/2023,EP-5450,Ngôi nhà trên cây,1,"1,190,000","833,000","357,000"
SO0018,11/7/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0019,11/7/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
,,SG 098,Thử thách Đảo kho báu,1,"590,000","590,000",
SO0020,11/7/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
,,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
20001,12/7/2023,4.54966E+12,POKEMON KIDS MEMORABLE POKEMON ,1,"99,000","99,000",
,,4.5731E+12,POKEPLA 05 HO-OH,1,"299,000","299,000",
20002,12/7/2023,4.5731E+12,POKEPLA 44 RIOLU & LUCARIO,1,"499,000","499,000",
20003,12/7/2023,BX1206Z,Đàn ghita Cún cưng B.Toys,1,"1,190,000","952,000","238,000"
,,KG2845COL1,Kính mát Frozen 1_KG2845COL1,1,"280,000",,"280,000"
20004,12/7/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
20005,12/7/2023,TM-116486,Metacolle Minions Mel,1,"279,000","167,000","112,000"
,,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","1,090,000","200,000"
20006,12/7/2023,TM-833345,B-12 Bộ Con Quay Deathsizer,1,"379,000","200,000","179,000"
,,TM-861096,B-40 Beybladeburst Launcher Grip,1,"199,000","99,000","100,000"
150001,12/7/2023,MAG-715019,Bộ thử thách 14 mảnh,1,"690,000","590,000","100,000"
150002,12/7/2023,HP73207,Bộ dụng cụ đóng dấu Harp,1,"890,000","890,000",
150003,12/7/2023,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","99,000",
150004,12/7/2023,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","99,000",
150005,12/7/2023,DL73263,Bộ nhà thỏ búp bê Dalimi,1,"1,390,000","1,390,000",
150006,12/7/2023,DL73000,Búp Bê Doremi Dalimi,1,"790,000","790,000",
150007,12/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
150008,12/7/2023,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
150009,12/7/2023,DL32694,Xe Cấp Cứu Bệnh Viện Dalimi,1,"1,190,000","1,190,000",
150010,12/7/2023,DL73240,Cửa hàng bánh Macaron Dalimi,1,"1,490,000","1,490,000",
150011,12/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170001,12/7/2023,DL73050,Bộ lều và dụng cụ cắm trại Dalimi,1,"1,190,000","1,190,000",
,,WH1196Z,Máy bay trực thăng nhỏ Driven,1,"429,000","429,000",
,,125YYFL,Yoyo Promotion Funnyland,1,"139,000",,"139,000"
170002,12/7/2023,DL73049,Lò nướng cắm trại BBQ Dalimi,1,"990,000","990,000",
170003,12/7/2023,4.5731E+12,POKEPLA 43 CHARIZARD BATTLEVer. & DRAGONITE ,1,"549,000","549,000",
170004,12/7/2023,4.5731E+12,POKEPLA 43 CHARIZARD BATTLEVer. & DRAGONITE ,1,"549,000","549,000",
170005,12/7/2023,TM-813903,Hắc Long Thần Chiến,1,"349,000","104,000","245,000"
190001,12/7/2023,4.52112E+12,POKEMON Terrarium Happy Mainichi,1,"349,000","349,000",
190002,12/7/2023,4.52112E+12,POKEMON World 2,1,"299,000","299,000",
190003,12/7/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","551,000","39,000"
,,SG 401,Thử thách IQ Mini,1,"149,000","139,000","10,000"
190004,12/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0001,12/7/2023,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","374,000","375,000"
,,TM-822899,Corot Olaf,1,"160,000","96,000","64,000"
,,TM-856436,DM Zootopia Judy Mini-Patrole car,1,"180,000","108,000","72,000"
,,TM-856467,DM Zootopia Finnick Ban,1,"180,000","108,000","72,000"
,,TM-128106,DM-20 DREAM STAR2 Buzz,1,"180,000","108,000","72,000"
,,CKJ49,Xe Fast and Furious,1,"149,000","74,000","75,000"
,,POP-030/2018,Tomica Mini Display Case,5,"459,000","495,000","1,800,000"
SO0002,12/7/2023,OP-31007.33,Vali kéo hình bọ rùa Oops,1,"899,000","450,000","449,000"
SO0003,12/7/2023,AN2802Z,Thế giới đồng quê Terra,1,"990,000","990,000",
SO0004,12/7/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",
SO0006,12/7/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
SO0007,12/7/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0008,12/7/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
SO0009,12/7/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0010,12/7/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
SO0011,12/7/2023,MAG-710019,Bộ Siêu Xếp Hình Nam Châm Magformers 162 ,1,"3,990,000","3,990,000",
20001,13/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
20002,13/07/2023,TM-112907,R-14 Crossing Point Rail,1,"120,000","120,000",
20003,13/07/2023,4.52112E+12,POKEMON Terrarium 12 ,1,"299,000","299,000",
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
20004,13/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
20005,13/07/2023,TM-392606,32 Daihatsu Move,1,"89,000","89,000",
,,TM-397618,07 Impreza WRX,1,"89,000","89,000",
20006,13/07/2023,BAB-209,Kính chống tia cực tím Babiators phi công hai ,1,"555,000","555,000",
,,NAV-047,Kính chống tia cực tím Babiators thủy thủ - Fade ,1,"695,000","695,000",
150001,13/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150002,13/07/2023,PL70882,Nghệ sĩ DJ,1,"149,000","149,000",
150003,13/07/2023,DL73261,Máy Xay Sinh Tố Dalimi,1,"890,000","890,000",
150004,13/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
150005,13/07/2023,DL32676,Cửa hàng Hamburger Dalimi,1,"1,090,000","1,090,000",
150006,13/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
150007,13/07/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000"
,,PL6974,Shepherd with Sheep,1,"199,000",,"199,000"
150008,13/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
150009,13/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
150010,13/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150011,13/07/2023,SG 455,Thử thách IQ Pro,3,"279,000","837,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
150012,13/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
CR2307100446,13/07/2023,SG 455,Thử thách IQ Pro,-2,"279,000","-558,000",
170001,13/07/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
,,FAS4185M-TRG,Kính bơi Primo trắng M,1,"480,000","240,000","240,000"
,,OP-31006.32,Túi xách 3D hình chú chim Oops,1,"299,000",,"299,000"
,,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
170002,13/07/2023,TM-121756AS,Asia New Year Ania-Pig,1,"99,000","49,000","50,000"
190001,13/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
190002,13/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
190003,13/07/2023,4.52112E+12,POKEMON WREATH COLLECTION 2 Happiness ,2,"299,000","598,000",
190004,13/07/2023,4.52112E+12,POKEMON WREATH COLLECTION 2 Happiness ,1,"299,000","299,000",
SO0001,13/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
SO0002,13/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
20001,14/07/2023,BX1110Z,Bộ đồ chơi bác sĩ B.toys (xanh),1,"890,000","712,000","178,000"
,,KG2973COL1S,Kính mát Sofia 1_KG2973COL1S,1,"280,000",,"280,000"
20002,14/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
20003,14/07/2023,TM-430681,Đồ chơi mô hình Vehicle Base Rail Set,1,"790,000","474,000","316,000"
,,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","374,000","375,000"
150001,14/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150002,14/07/2023,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","99,000",
150003,14/07/2023,PL70985,Ngôi nhà xách tay,1,"1,290,000","1,290,000",
,,PL6842,Elf and Dwarf Duo Pack,1,"199,000",,"199,000"
150004,14/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
150005,14/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
,,SG 467,Thử thách IQ Circuit,2,"279,000","558,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
150006,14/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
150007,14/07/2023,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","99,000",
,,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000","99,000",
,,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","99,000",
,,PL70378,Hiệp sĩ người lùn,1,"149,000","149,000",
,,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000","99,000",
,,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),1,"99,000",,"99,000"
150008,14/07/2023,DL73040,Bộ nhà bếp Dalimi,1,"2,190,000","2,190,000",
150009,14/07/2023,PL70883,Người trông chó,1,"149,000","149,000",
150010,14/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
150011,14/07/2023,DL73240,Cửa hàng bánh Macaron Dalimi,1,"1,490,000","1,490,000",
150012,14/07/2023,DL73050,Bộ lều và dụng cụ cắm trại Dalimi,1,"1,190,000","1,190,000",
150013,14/07/2023,PL70533,Máy bay chuyên cơ,1,"1,190,000","1,190,000",
,,PL6845,Flamenco Dancers Duo Pack,1,"199,000",,"199,000"
150014,14/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","590,000","100,000"
170001,14/07/2023,PL6921,Trực thăng cảnh sát với đèn LED,1,"1,190,000","1,190,000",
,,PL6842,Elf and Dwarf Duo Pack,1,"199,000",,"199,000"
,,PL70923,"Porsche 911 Carrera RS 2,7",1,"1,990,000","1,990,000",
,,PL6845,Flamenco Dancers Duo Pack,1,"199,000",,"199,000"
170002,14/07/2023,PL70202,Garage sửa chữa ô tô,1,"1,790,000","1,074,000","716,000"
