bill,date,code,sp,quantity,price,revenue,discount
,,TM-886037,Princess Emerald Dress Set,1,"529,000","105,000","424,000"
,,TM-886020,Princess Yellow Rose,1,"489,000","97,000","392,000"
,,TM-434474,LW-07 Berry Denim,1,"360,000","72,000","288,000"
SO0007,19/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0008,19/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
SO0009,19/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0010,19/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0011,19/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0012,19/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0013,19/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0015,19/07/2023,TM-393870,Happy Cordinate (24),2,"120,000","48,000","192,000"
SO0016,19/07/2023,TM-472278,81 Honda N-One,1,"89,000","89,000",
20001,20/07/2023,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","224,000","525,000"
20002,20/07/2023,HD-55011,Bộ lắp ráp Kỳ nghỉ làng quê (146 miếng),1,"1,290,000","645,000","645,000"
20003,20/07/2023,FAS4107S-XD,Kính Bơi Trẻ Em Rocky Xanh đen S,1,"190,000","95,000","95,000"
20004,20/07/2023,PL70764,Porsche 911 GT3 Cup,1,"1,990,000","1,990,000",
,,PL6842,Elf and Dwarf Duo Pack,1,"199,000",,"199,000"
20005,20/07/2023,MAG-707024,Bộ Bánh Xe Khổng Lồ 20 Mảnh,1,"1,190,000","1,190,000",
,,AN6001Z,Ống Động vật trang trại Terra,1,"399,000","399,000",
,,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
20006,20/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
,,HP0088,Bộ làm bánh Harp,1,"849,000","679,000","170,000"
20007,20/07/2023,DL32694,Xe Cấp Cứu Bệnh Viện Dalimi,1,"1,190,000","1,190,000",
20008,20/07/2023,AQB-79288,BP Crystal Charm Set,1,"159,000","47,000","112,000"
,,AQB-79198,Bình AQB (phun nước),1,"89,000","89,000",
,,AQB-79658,Bút AQB (lấy hạt)_Hồng,1,"89,000","89,000",
150001,20/07/2023,PL9488,Phi thuyền vũ trụ sao Hỏa,1,"2,490,000","2,241,000","249,000"
150002,20/07/2023,DL32677,Cửa Hàng Kem Dalimi,1,"1,490,000","1,490,000",
150003,20/07/2023,WH1209,Xe cảnh sát nhỏ Driven,1,"429,000","429,000",
150004,20/07/2023,DL32694,Xe Cấp Cứu Bệnh Viện Dalimi,1,"1,190,000","1,190,000",
,,DL73000,Búp Bê Doremi Dalimi,1,"790,000","790,000",
150005,20/07/2023,DL32677,Cửa Hàng Kem Dalimi,1,"1,490,000","1,490,000",
150006,20/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
150007,20/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
170001,20/07/2023,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","44,000","45,000"
,,TM-801184,75 Suzuki Hustler,1,"89,000","44,000","45,000"
170002,20/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
170003,20/07/2023,4.98316E+12,POKEMON SUPER BIG PLUSH RAICHU,1,"699,000","699,000",
170004,20/07/2023,TM-822899,Corot Olaf,1,"160,000","80,000","80,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
,,TM-840541,Tsum Tsum Alien (Tsum),1,"180,000","90,000","90,000"
,,TM-856436,DM Zootopia Judy Mini-Patrole car,1,"180,000","90,000","90,000"
,,TM-463566,DM-15 Speedway Daisy,1,"160,000","80,000","80,000"
,,TM-457824,DM-03 Ragoom Stitchi,1,"160,000","80,000","80,000"
,,TM-820420,Dream TF Bumblebee,1,"140,000","70,000","70,000"
,,TM-832652,DM Inside Out Sadness,1,"160,000","80,000","80,000"
,,TM-449065,DM-12 Wagon Mickey,1,"160,000","80,000","80,000"
170005,20/07/2023,TM-801009,40 Nissan Fairlady Nismo,1,"89,000","44,000","45,000"
170006,20/07/2023,BD30371Z,OG Monster Pajama,1,"469,000","469,000",
170007,20/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170008,20/07/2023,BX1640Z,B. Light-up bowling set,1,"890,000","801,000","89,000"
,,KG2973COL2S,Kính mát Sofia 1_KG2973COL2S,1,"280,000",,"280,000"
170009,20/07/2023,TM-116523,Metacolle Minions Prison Clothes No.603,1,"279,000","139,000","140,000"
170010,20/07/2023,4.52112E+12,POKEMON Terrarium 12 ,1,"299,000","299,000",
170011,20/07/2023,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
190001,20/07/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000"
,,PL6973,Equestrian with Horse,1,"199,000",,"199,000"
190002,20/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
190003,20/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
SO0001,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0002,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0003,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0004,20/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
SO0005,20/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0006,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0007,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0008,20/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0009,20/07/2023,PL5177,Bank With Safe,1,"1,990,000","796,000","1,194,000"
SO0010,20/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
SO0011,20/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
20001,21/07/2023,LO31103Z,LORI Kaori Riding Doll,1,"459,000","137,000","322,000"
20002,21/07/2023,TM-421511,Đồ chơi mô hình S-20 Tsubame Express,1,"390,000","390,000",
20003,21/07/2023,AQB-79278,Dazzling Ring Set,1,"159,000","47,000","112,000"
,,AQB-79258,AQB Alpha Set,1,"159,000","47,000","112,000"
20004,21/07/2023,4.5731E+12,POKEPLA 45 GENGAR,1,"399,000","399,000",
20005,21/07/2023,TM-831334,SC-04 Star Cars C-3Po,1,"199,000","99,000","100,000"
20006,21/07/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","551,000","39,000"
,,SG 401,Thử thách IQ Mini,1,"149,000","139,000","10,000"
20007,21/07/2023,TM-840558,Tsum Tsum Stitch (Tsum),1,"180,000","90,000","90,000"
,,TM-801122,14 Formula,1,"89,000","44,000","45,000"
20008,21/07/2023,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
,,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
20009,21/07/2023,4.5731E+12,POKEPLA 37 Mega Bursyamo,1,"549,000","549,000",
,,4.5731E+12,POKEPLA 48 Gaburias (Garchomp),1,"499,000","499,000",
20010,21/07/2023,WH1126Z,Xe cứu thương nhỏ Driven,1,"429,000","429,000",
,,WH1210Z,Xe cứu hỏa nhỏ Driven,1,"429,000","429,000",
,,125YYFL,Yoyo Promotion Funnyland,2,"139,000",,"278,000"
20011,21/07/2023,PL70147,Thuyền cứu hỏa,1,"1,290,000","1,290,000",
,,PL6844,Scientist with Robot Duo Pack,1,"199,000",,"199,000"
20012,21/07/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
20013,21/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
20014,21/07/2023,PL6676,River-Rafting Tube,1,"189,000","75,000","114,000"
,,PL5578,Fitness Room,1,"389,000","155,000","234,000"
,,PL5372,Surfer with Surf Board,1,"149,000","74,000","75,000"
,,PL5377,DJ,1,"169,000","84,000","85,000"
20015,21/07/2023,TM-844259,Disney Motors Tusm Tsum Baymacx (Tsum),1,"180,000","90,000","90,000"
20016,21/07/2023,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
20017,21/07/2023,TM-866312,Tomica Dream Hello Kitty Collection B'17,1,"180,000","90,000","90,000"
20018,21/07/2023,TM-866312,Tomica Dream Hello Kitty Collection B'17,2,"180,000","180,000","180,000"
20019,21/07/2023,PL70200,Xe tải rác,1,"1,690,000","1,014,000","676,000"
20020,21/07/2023,TM-877110,Ania Ag-06 Mythical Beast Dinosaur Battle Animal Set,1,"449,000","224,000","225,000"
,,POP-017/2017,8956688 H: King Penguin And Pulley Set,1,,,
,,TM-856436,DM Zootopia Judy Mini-Patrole car,1,"180,000","90,000","90,000"
20021,21/07/2023,TM-975342,Star Wars Star Cars Yoda l Bub200 Y,1,"199,000","99,000","100,000"
,,TM-463566,DM-15 Speedway Daisy,1,"160,000","80,000","80,000"
20022,21/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
,,MAG-707022,Bộ Xe Đua Kart Rally (Kèm Nhân Vật) Magformers,1,"590,000","590,000",
150001,21/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
150002,21/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150003,21/07/2023,MAG-707022,Bộ Xe Đua Kart Rally (Kèm Nhân Vật) Magformers,1,"590,000","590,000",
150004,21/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
150005,21/07/2023,WH1209,Xe cảnh sát nhỏ Driven,1,"429,000","429,000",
150006,21/07/2023,SG 467,Thử thách IQ Circuit,2,"279,000","558,000",
150007,21/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
150008,21/07/2023,MAG-707024,Bộ Bánh Xe Khổng Lồ 20 Mảnh,1,"1,190,000","1,190,000",
,,MAG-701013,Bộ cơ bản 40 mảnh,1,"1,590,000","1,590,000",
,,PL6977,Woman with Dog,1,"199,000",,"199,000"
150009,21/07/2023,DL73261,Máy Xay Sinh Tố Dalimi,1,"890,000","890,000",
150010,21/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
150011,21/07/2023,PL70600,Đặc vụ đặc biệt,1,"149,000",,"149,000"
,,PL70378,Hiệp sĩ người lùn,1,"149,000","149,000",
,,PL70879,Nhà vô địch quyền anh,1,"149,000","149,000",
,,PL70597,Thợ hàn,1,"149,000","149,000",
170001,21/07/2023,HP32257,Máy làm sticker 3D Harp,1,"990,000","990,000",
170002,21/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
170003,21/07/2023,TM-813996,Đồ chơi mô hình E5 & E6 Connecting Set,1,"950,000","380,000","570,000"
170004,21/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
170005,21/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
170006,21/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","139,000","10,000"
,,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","551,000","39,000"
170007,21/07/2023,SG 423,Thử thách IQ hạt tròn,2,"279,000","558,000",
170008,21/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170009,21/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 425,Sóc lăn hạt,1,"449,000","425,000","24,000"
,,SG 450,Thử Thách Những Chú Mèo và Hộp,1,"449,000","425,000","24,000"
170010,21/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170011,21/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170012,21/07/2023,TM-886020,Princess Yellow Rose,1,"489,000","97,000","392,000"
,,TM-129226,LW-16 Mermaid Resort,1,"489,000","97,000","392,000"
,,TM-971580,Lw-15 Phụ Kiện Váy Cưới Đính Hoa,1,"360,000","72,000","288,000"
,,TM-619451,LD-09 Shooting Star,1,"699,000","699,000",
,,HP73207,Bộ dụng cụ đóng dấu Harp,1,"890,000","890,000",
,,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
,,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
170013,21/07/2023,TM-975687,Mini Bey Stadium,1,"49,000","14,000","35,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","17,000","42,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","18,000","41,000"
,,TM-975687,Mini Bey Stadium,1,"49,000","14,000","35,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","18,000","41,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","17,000","42,000"
,,TM-975687,Mini Bey Stadium,1,"49,000","14,000","35,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","18,000","41,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","17,000","42,000"
,,TM-975687,Mini Bey Stadium,1,"49,000","14,000","35,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","18,000","41,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","17,000","42,000"
170014,21/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
170015,21/07/2023,AQB-79288,BP Crystal Charm Set,1,"159,000","47,000","112,000"
170016,21/07/2023,TM-129226,LW-16 Mermaid Resort,1,"489,000","97,000","392,000"
,,TM-886020,Princess Yellow Rose,1,"489,000","97,000","392,000"
170017,21/07/2023,PL6853,Masked Ball,1,"849,000","339,000","510,000"
170018,21/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
170019,21/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
170020,21/07/2023,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
170021,21/07/2023,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
170022,21/07/2023,MAG-707023,Bộ Xe Thám Hiểm Jungle Rally (Kèm Nhân Vật) ,1,"590,000","590,000",
,,SG 455,Thử thách IQ Pro,2,"279,000","558,000",
170023,21/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
,,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
170024,21/07/2023,TM-474784,Police Car Shoot Base,1,"790,000","474,000","316,000"
,,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
CR2307100447,21/07/2023,HP32614,Máy làm huy hiệu Harp,-1,"890,000","-890,000",
190001,21/07/2023,PL6975,Woman with Cat,1,"199,000",,"199,000"
,,MAG-701013,Bộ cơ bản 40 mảnh,1,"1,590,000","1,590,000",
190002,21/07/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
190003,21/07/2023,PL70537,Thủy cung,1,"1,890,000","1,890,000",
190004,21/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
190005,21/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
190006,21/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,460,000","430,000"
,,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000","77,000","22,000"
,,PL70733,Blindpack nhân vật Playmobil Season 21 (Nữ),2,"99,000","153,000","45,000"
190007,21/07/2023,MAG-710019,Bộ Siêu Xếp Hình Nam Châm Magformers 162 ,1,"3,990,000","3,990,000",
190008,21/07/2023,TM-884514,B-41 Bộ Con Quay Wild Wyvern. V.O,1,"379,000","74,000","305,000"
,,TM-861096,B-40 Beybladeburst Launcher Grip,1,"199,000","25,000","174,000"
190009,21/07/2023,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
190010,21/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
190011,21/07/2023,TM-975687,Mini Bey Stadium,1,"49,000","14,000","35,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","17,000","42,000"
,,TM-965992,Mini-Bey Starter Assortment,1,"59,000","18,000","41,000"
190012,21/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
SO0001,21/07/2023,TM-801092,21 Nissan X-Trail,1,"89,000","44,000","45,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
,,TM-801733,14 Formula Renault 3.5 SP,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
SO0002,21/07/2023,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
SO0003,21/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
SO0006,21/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0007,21/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
SO0008,21/07/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
SO0009,21/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
SO0010,21/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0011,21/07/2023,LO31132Z,LORI Joanna Doll -  PiLORIt,1,"459,000","137,000","322,000"
,,LO31041Z,LORI Evan Riding Doll,1,"459,000","137,000","322,000"
,,LO31112Z,LORI Aurie Doll -  Stewardess,1,"459,000","137,000","322,000"
,,LO31102Z,LORI Sabella Urban Doll,1,"459,000","137,000","322,000"
,,LO31075Z,LORI Adley Doll,1,"459,000","137,000","322,000"
,,LO31103Z,LORI Kaori Riding Doll,1,"459,000","137,000","322,000"
,,TM-117964,Phụ Kiện Licca Sushi Shop,1,"360,000","72,000","288,000"
SO0012,21/07/2023,TM-136057,LW-10 Đầm Licca màu hồng,1,"360,000","72,000","288,000"
,,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
,,TM-434474,LW-07 Berry Denim,1,"360,000","72,000","288,000"
SO0013,21/07/2023,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
SO0014,21/07/2023,TM-141372,Lw-13 Phụ Kiện Licca Trượt Băng,1,"449,000","89,000","360,000"
,,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
SO0015,21/07/2023,TM-884514,B-41 Bộ Con Quay Wild Wyvern. V.O,1,"379,000","74,000","305,000"
,,TM-861096,B-40 Beybladeburst Launcher Grip,1,"199,000","25,000","174,000"
SO0016,21/07/2023,TM-856467,DM Zootopia Finnick Ban,1,"180,000","90,000","90,000"
,,POP-030/2018,Tomica Mini Display Case,3,"459,000","297,000","1,080,000"
SO0017,21/07/2023,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
,,TM-136057,LW-10 Đầm Licca màu hồng,1,"360,000","72,000","288,000"
,,TM-434474,LW-07 Berry Denim,1,"360,000","72,000","288,000"
SO0018,21/07/2023,MAG-703019,Bộ Vòng Quay Bí Ẩn 40 Mảnh,1,"1,990,000","1,990,000",
SO0019,21/07/2023,EP-6019,Dress up Set (Navy & Light Blue),1,"279,000","195,000","84,000"
,,EP-6021,Dress up Set (Blue & Green),1,"279,000","195,000","84,000"
,,EP-6013,Boutique Fashion Set,1,"449,000","314,000","135,000"
SO0020,21/07/2023,EP-98866,Fe 30Cm Chocolate Rabbit,1,"1,290,000","903,000","387,000"
SO0021,21/07/2023,TM-884514,B-41 Bộ Con Quay Wild Wyvern. V.O,1,"379,000","74,000","305,000"
,,TM-861096,B-40 Beybladeburst Launcher Grip,1,"199,000","25,000","174,000"
SO0022,21/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
SO0023,21/07/2023,TM-856436,DM Zootopia Judy Mini-Patrole car,1,"180,000","90,000","90,000"
,,TM-844723,Tomica Toy Story Woody And Rc,1,"279,000","111,000","168,000"
,,TM-813996,Đồ chơi mô hình E5 & E6 Connecting Set,1,"950,000","380,000","570,000"
,,TM-733171,Đồ chơi Free Curve Rail Set,1,"398,000","278,000","120,000"
SO0024,21/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
SO0025,21/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0026,21/07/2023,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","89,000",
SO0027,21/07/2023,TM-117964,Phụ Kiện Licca Sushi Shop,1,"360,000","72,000","288,000"
,,CH20583BK-BB,Bộ 16 món dụng cụ làm bánh Barbie,1,"399,000","119,000","280,000"
SO0028,21/07/2023,TM-434474,LW-07 Berry Denim,1,"360,000","72,000","288,000"
,,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
,,TM-136057,LW-10 Đầm Licca màu hồng,1,"360,000","72,000","288,000"
,,TM-393870,Happy Cordinate (24),1,"120,000","24,000","96,000"
,,TM-452461,Brush & Comb Set,1,"59,000","11,000","48,000"
SO0029,21/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
20001,22/07/2023,TM-140283,Frozen Speed Way Elsa,1,"180,000","90,000","90,000"
,,TM-840558,Tsum Tsum Stitch (Tsum),1,"180,000","90,000","90,000"
,,TM-359623,12 Nissan March,1,"89,000","44,000","45,000"
,,TM-471097,Tomica Box No.58 Suzuki Wagon R,1,"89,000","44,000","45,000"
,,TM-392606,32 Daihatsu Move,1,"89,000","44,000","45,000"
,,TM-392460,120 Nissan Leaf SP,1,"89,000","44,000","45,000"
,,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","44,000","45,000"
,,TM-883494,DX Parking T-Kun Carrier Truck,1,"749,000","224,000","525,000"
20002,22/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
20003,22/07/2023,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
20004,22/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
20005,22/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
20006,22/07/2023,DL32677,Cửa Hàng Kem Dalimi,1,"1,490,000","1,490,000",
20007,22/07/2023,TM-890805,Build City GWP Display Box With Design Sheet,1,"149,000","149,000",
20008,22/07/2023,OP-31007.11,Vali kéo hình gấu Oops,1,"899,000","449,000","450,000"
20009,22/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
20010,22/07/2023,TM-424727,Loader Rolling Bucket,1,"980,000","588,000","392,000"
20011,22/07/2023,AQB-79268,Hình mẫu xếp hạt Aquabeads,1,"89,000","89,000",
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,"159,000","47,000","112,000"
,,AQB-31603,Hạt Aquabeads Ngôi sao (Refill),1,"149,000","44,000","105,000"
20012,22/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
,,AQB-79218,BP 3D Animal Set,1,"159,000","47,000","112,000"
20013,22/07/2023,BD31197Z,OG Gabe Doll - Surfer Boy,1,"979,000","499,000","480,000"
