bill,date,code,sp,quantity,price,revenue,discount,%
190019,24/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
190027,24/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
190029,24/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0001,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0002,24/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0004,24/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0005,24/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0006,24/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0007,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0008,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0009,24/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0011,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0013,24/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0015,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0017,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0018,24/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0020,24/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0021,24/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0023,24/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0024,24/07/22,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
SO0025,24/07/22,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0026,24/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0027,24/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20001,25/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20002,25/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
150002,25/07/22,SG 412,Ghép hình lập phương,1,399000,399000,0,0
150004,25/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150006,25/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
190002,25/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,249000,30000,0.107526882
190011,25/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190013,25/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0001,25/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0002,25/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0005,25/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0006,25/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0008,25/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0009,25/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0010,25/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0011,25/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
150001,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150008,26/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
170006,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
190010,26/07/22,SG 412,Ghép hình lập phương,1,399000,399000,0,0
SO0001,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0002,26/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
,,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
SO0003,26/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0004,26/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0005,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0007,26/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0008,26/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0009,26/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
,,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
SO0010,26/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0012,26/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0013,26/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0014,26/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0018,26/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0019,26/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0022,26/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0023,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0024,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0026,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0027,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0028,26/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0029,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0030,26/07/22,SG 455,Thử thách IQ Pro,2,279000,558000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0031,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0032,26/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0033,26/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0034,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0035,26/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20007,27/07/22,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
20010,27/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
150002,27/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
150005,27/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150006,27/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
150007,27/07/22,SG 412,Ghép hình lập phương,1,399000,399000,0,0
170003,27/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
170008,27/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190001,27/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
190006,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
190009,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0003,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0005,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0009,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0011,27/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0012,27/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0013,27/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0020,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0021,27/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0022,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0023,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0025,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0027,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0028,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0030,27/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0031,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0032,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0039,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0040,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0043,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0044,27/07/22,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
SO0046,27/07/22,SG 021,Cô bé quàng khăn đỏ,1,690000,690000,0,0
SO0047,27/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0048,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0049,27/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0050,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0053,27/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0054,27/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0055,27/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0057,27/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
SO0060,27/07/22,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
20002,28/07/22,SG 412,Ghép hình lập phương,1,399000,399000,0,0
20008,28/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
20010,28/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150005,28/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
150007,28/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
170003,28/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
170005,28/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
190003,28/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190007,28/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190009,28/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
190010,28/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150001,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150002,29/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 304,Thử thách IQ Stixx,2,329000,658000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150003,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,311000,279000,0.472881356
150006,29/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
150008,29/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,249000,30000,0.107526882
170005,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,413000,177000,0.3
,,SG 479,Thử thách IQ Six Pro,1,279000,196000,83000,0.297491039
170008,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
170009,29/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
170013,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170016,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
170017,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190003,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190007,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190009,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0001,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0002,29/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0003,29/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0004,29/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0006,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0008,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0010,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0011,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0012,29/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0013,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0014,29/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0015,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0016,29/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0017,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0018,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0020,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0021,29/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0022,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0023,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0025,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0026,29/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0030,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0032,29/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0033,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0034,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0035,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0036,29/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0037,29/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0038,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0040,29/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
SO0041,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0043,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0045,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0046,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0048,29/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0049,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0051,29/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,279000,120000,0.30075188
SO0053,29/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0054,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0055,29/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0056,29/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20009,30/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20012,30/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
20018,30/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150001,30/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150006,30/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
150008,30/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150012,30/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
150015,30/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
150016,30/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150024,30/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
170002,30/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170020,30/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
190003,30/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,249000,30000,0.107526882
190014,30/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
20002,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
20009,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20014,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20018,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
20019,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150003,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150011,31/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150015,31/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150019,31/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
150020,31/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150024,31/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150025,31/07/22,SG 488,Thử thách IQ Twist,1,279000,279000,0,0
150028,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
150029,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
170001,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
170002,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
170006,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
170007,31/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
170012,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170020,31/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
190015,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
190019,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
190022,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
190023,31/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
190025,31/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
190026,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
190028,31/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0003,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0004,31/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0006,31/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0008,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0010,31/07/22,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
SO0015,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0016,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0017,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0020,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0021,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0023,31/07/22,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0026,31/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0028,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
SO0031,31/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0032,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
SO0033,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0034,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0038,31/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0040,31/07/22,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
SO0041,31/07/22,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
SO0042,31/07/22,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
SO0043,31/07/22,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
SO0044,31/07/22,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
SO0046,31/07/22,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
SO0048,31/07/22,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20001,1/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
20002,1/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20007,1/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
20008,1/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
150001,1/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
150004,1/8/2022,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
150006,1/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150008,1/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150010,1/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
170006,1/8/2022,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170010,1/8/2022,SG 412,Ghép hình lập phương,1,399000,399000,0,0
,,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20006,2/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150005,2/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150006,2/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170001,2/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
170002,2/8/2022,SG 445,Thử thách Quả táo xoắn não,1,399000,399000,0,0
170011,2/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
190004,2/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
190006,2/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
20004,3/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
20006,3/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150002,3/8/2022,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
170001,3/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
170007,3/8/2022,SG 302,Thử thách IQ Love,1,329000,329000,0,0
190006,3/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 467,Thử thách IQ Circuit,1,279000,249000,30000,0.107526882
20004,4/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
,,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
20005,4/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150003,4/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
150010,4/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
170005,4/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
170006,4/8/2022,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
190003,4/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
,,SG 426,Thử thách Asteroid Escape,1,399000,399000,0,0
190006,4/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
190008,4/8/2022,SGM 201,Ghép hình lập phương mở rộng,1,499000,499000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
190009,4/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
190012,4/8/2022,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
20001,5/8/2022,SG 304,Thử thách IQ Stixx,1,329000,329000,0,0
,,SG 093,Thử thách Diamond Quest,1,590000,590000,0,0
20005,5/8/2022,SG 423,Thử thách IQ hạt tròn,1,279000,279000,0,0
20007,5/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150001,5/8/2022,SG 479,Thử thách IQ Six Pro,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150005,5/8/2022,SG 455,Thử thách IQ Pro,1,279000,279000,0,0
150010,5/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
,,SG 302,Thử thách IQ Love,1,329000,329000,0,0
150011,5/8/2022,SG 467,Thử thách IQ Circuit,1,279000,279000,0,0
