bill,date,code,sp,quantity,price,revenue,discount,%
190026,17/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190028,17/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
190029,17/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
190036,17/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
190002,18/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190003,18/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150005,19/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
190002,19/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0002,19/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0003,19/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
SO0004,19/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0005,19/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0006,19/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
150003,20/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170003,20/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
170004,20/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
170008,20/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
170009,20/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190002,20/04/22,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
190007,20/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190008,20/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190009,20/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0003,20/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
SO0004,20/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0005,20/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,499000,0,0
SO0006,20/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0007,20/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0011,20/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0013,20/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0014,20/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
SO0015,20/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0016,20/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0017,20/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
170001,21/04/22,SG 021,Cô bé quàng khăn đỏ,1,690000,690000,0,0
170018,21/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190001,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190003,21/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
190006,21/04/22,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
190010,21/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0003,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0004,21/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0005,21/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0006,21/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0007,21/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
SO0008,21/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
SO0009,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0010,21/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
,,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0011,21/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0014,21/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0015,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0016,21/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0017,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0018,21/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0019,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
SO0020,21/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0021,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
SO0022,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0023,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0024,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
,,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0025,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0026,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0027,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
SO0029,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0030,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0031,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
SO0032,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0033,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
SO0034,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0035,21/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0036,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0037,21/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0038,21/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
,,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0040,21/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150001,22/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
170006,22/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
20010,23/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
20011,23/04/22,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
20013,23/04/22,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
20016,23/04/22,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
150004,23/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
150009,23/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150019,23/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
170002,23/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170022,23/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170024,23/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
170026,23/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
190026,23/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
20009,24/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
20012,24/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
150003,24/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
150005,24/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
150011,24/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
170020,24/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
170023,24/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
170026,24/04/22,SG 021,Cô bé quàng khăn đỏ,1,690000,690000,0,0
170030,24/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190004,24/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190008,24/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
190012,24/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
150006,25/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190003,25/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190005,25/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
150001,26/04/22,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
170005,26/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190002,26/04/22,SG 425,Sóc lăn hạt,1,399000,399000,0,0
190006,26/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190008,26/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0001,26/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0003,26/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0005,26/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0006,26/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0007,26/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0009,26/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0010,26/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0011,26/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0012,26/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190002,27/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190006,27/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0002,27/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0003,27/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0004,27/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0005,27/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0006,27/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
SO0007,27/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0009,27/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0010,27/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
150003,28/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150008,28/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
190003,28/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190005,28/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190008,28/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
20007,29/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
20008,29/04/22,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
150003,29/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
150006,29/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150011,29/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
150014,29/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
170013,29/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170017,29/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
20011,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
20024,30/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
150001,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150011,30/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150015,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
150019,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150024,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150029,30/04/22,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150035,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
170021,30/04/22,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
170026,30/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170028,30/04/22,SG 282,Hòn đảo khủng long huyền bí,1,590000,590000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170030,30/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
170033,30/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190015,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190017,30/04/22,SG 023,Ba chú heo con,1,690000,690000,0,0
190021,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190033,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0002,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0003,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0004,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0007,30/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0010,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0012,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0013,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0014,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0016,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0021,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0022,30/04/22,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0025,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0026,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0028,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0029,30/04/22,SG 023,Ba chú heo con,1,690000,690000,0,0
SO0030,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0031,30/04/22,SG 455,Thử thách IQ Pro,1,249000,186750,62250,0.25
SO0032,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0033,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0034,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0037,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0038,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0041,30/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
SO0043,30/04/22,SG 021,Cô bé quàng khăn đỏ,1,690000,690000,0,0
SO0044,30/04/22,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
SO0045,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0046,30/04/22,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
SO0048,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0050,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0051,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0052,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0054,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0055,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0057,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
SO0059,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0060,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0062,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0066,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0067,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0068,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0078,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0083,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0084,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0087,30/04/22,SG 422,Thử thách IQ Focus,1,249000,244020,4980,0.02
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0088,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0091,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0092,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0094,30/04/22,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0095,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0096,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0098,30/04/22,SG 477,Thử thách IQ Link,1,249000,244020,4980,0.02
SO0099,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
,,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0101,30/04/22,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0102,30/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0103,30/04/22,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0106,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 455,Thử thách IQ Pro,1,249000,249000,0,0
SO0107,30/04/22,SG 477,Thử thách IQ Link,1,249000,244000,5000,0.020080321
SO0111,30/04/22,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0118,30/04/22,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,399000,0,0
SO0124,30/04/22,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,499000,0,0
20021,1/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
20022,1/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
150007,1/5/2022,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150011,1/5/2022,SG 444,Thử thách IQ XOXO,1,249000,249000,0,0
150018,1/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
150025,1/5/2022,SG 423,Thử thách IQ hạt tròn,1,249000,249000,0,0
150028,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170001,1/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
170016,1/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
170019,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170020,1/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170021,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170026,1/5/2022,SG 023,Ba chú heo con,1,690000,690000,0,0
190003,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190009,1/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190012,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190017,1/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
190018,1/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190024,1/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190029,1/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
20008,2/5/2022,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
20015,2/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
150003,2/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
150015,2/5/2022,SG 021,Cô bé quàng khăn đỏ,1,690000,690000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
150020,2/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
170007,2/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
170010,2/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
190003,2/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
190011,2/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190016,2/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
190017,2/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
190019,2/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
,,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190021,2/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
20006,3/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
20009,3/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
20010,3/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
150014,3/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
150015,3/5/2022,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
150017,3/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
150018,3/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
150019,3/5/2022,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
170001,3/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
170011,3/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
170017,3/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
,,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
190007,3/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
190016,3/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
150004,4/5/2022,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
150005,4/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
170001,4/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
,,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
170004,4/5/2022,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
190001,4/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
170004,5/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
170014,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 412,Ghép hình lập phương,1,399000,359000,40000,0.100250627
,,SG 445,Thử thách Quả táo xoắn não,1,399000,319000,80000,0.200501253
190005,5/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
190007,5/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0002,5/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0003,5/5/2022,SGM 201,Ghép hình lập phương mở rộng,1,499000,449000,50000,0.100200401
SO0005,5/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0006,5/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0007,5/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0011,5/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
SO0012,5/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0013,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0014,5/5/2022,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0015,5/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0017,5/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0019,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0021,5/5/2022,SG 094,Thử thách Đại chiến Tàu hải tặc,1,590000,590000,0,0
SO0022,5/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0023,5/5/2022,SG 422,Thử thách IQ Focus,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0024,5/5/2022,SG 477,Thử thách IQ Link,1,249000,249000,0,0
SO0025,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0026,5/5/2022,SG 466,Thử thách IQ Blox,1,249000,249000,0,0
SO0027,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0028,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
SO0031,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,249000,0,0
,,SG 488,Thử thách IQ Twist,1,249000,249000,0,0
SO0034,5/5/2022,SG 424,Thử thách IQ Arrows,1,249000,244020,4980,0.02
