bill,date,code,sp,quantity,price,revenue,discount,%
190010,1/1/2023,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
,,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
190012,1/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
190014,1/1/2023,SG 282,Hòn đảo khủng long huyền bí,1,"590,000","590,000",,0
20004,2/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
20013,2/1/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
150001,2/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
150002,2/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150003,2/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
150005,2/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
150011,2/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150012,2/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150013,2/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150018,2/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150020,2/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
170001,2/1/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
170016,2/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
190001,2/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
190005,2/1/2023,SG 155,Chim Cánh Cụt Trên Băng,2,"590,000","1,180,000",,0
190007,2/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
150002,3/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150004,3/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
20001,4/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
,,SG 413,Ghép hình lập phương Pro,1,"399,000","375,000","24,000",0.06
20008,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
150003,4/1/2023,SG 477,Thử thách IQ Link,2,"279,000","558,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
150006,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","495,000","95,000",0.16
,,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","495,000","95,000",0.16
150007,4/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
190003,4/1/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
190004,4/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0001,4/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0002,4/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
SO0003,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0004,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
SO0005,4/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0007,4/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
SO0008,4/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0009,4/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0011,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
SO0012,4/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
SO0014,4/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
SO0016,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0017,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
SO0019,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
SO0020,4/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
SO0021,4/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
SO0022,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
SO0023,4/1/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
SO0024,4/1/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
SO0025,4/1/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
SO0026,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
SO0027,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0028,4/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0029,4/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
SO0030,4/1/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
SO0031,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
SO0032,4/1/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","531,000","59,000",0.1
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0033,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
SO0034,4/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
SO0035,4/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
20007,5/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150001,5/1/2023,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
,,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
150002,5/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150004,5/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150007,5/1/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","495,000","95,000",0.16
,,SGM 505,Vương Quốc Rồng,1,"590,000","495,000","95,000",0.16
150009,5/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150010,5/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
170008,5/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
,,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
20006,6/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150003,6/1/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
150006,6/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
170004,6/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190001,6/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150002,7/1/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150005,7/1/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
150007,7/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150011,7/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
150012,7/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
150013,7/1/2023,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
,,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
150017,7/1/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150018,7/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170002,7/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170011,7/1/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
190006,7/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
190007,7/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190014,7/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
20010,8/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
20011,8/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
20013,8/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
150001,8/1/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
,,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
150005,8/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150009,8/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150010,8/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150011,8/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150013,8/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
150016,8/1/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","531,000","59,000",0.1
150017,8/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150018,8/1/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
150024,8/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170005,8/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
170012,8/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
190003,8/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
190004,8/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190007,8/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
190011,8/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150004,9/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150005,9/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","264,000","65,000",0.2
,,SG 304,Thử thách IQ Stixx,1,"329,000","263,000","66,000",0.2
,,SG 302,Thử thách IQ Love,1,"329,000","263,000","66,000",0.2
190005,9/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150009,10/1/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",,0
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
150012,10/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170004,10/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
170005,10/1/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
190004,10/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190005,10/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
20002,11/1/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150004,11/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150010,11/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150011,11/1/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
190001,11/1/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
190003,11/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190007,11/1/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
20001,12/1/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
150003,12/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150004,12/1/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150005,12/1/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150007,12/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150008,12/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150011,12/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
190002,12/1/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150001,13/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150005,13/01/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
150007,13/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170001,13/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
170005,13/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
170008,13/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
190001,13/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190003,13/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
20005,14/01/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
150005,14/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150009,14/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150013,14/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150014,14/01/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
150015,14/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150018,14/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150019,14/01/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
170001,14/01/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
170002,14/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
170003,14/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170009,14/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
190001,14/01/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
190003,14/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
190005,14/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
190006,14/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190009,14/01/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190010,14/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
190011,14/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
190012,14/01/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
190013,14/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
20003,15/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
20007,15/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
20011,15/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
20012,15/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150005,15/01/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
150006,15/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150008,15/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
150010,15/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
150011,15/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
150015,15/01/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",,0
150017,15/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150020,15/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
150021,15/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
150024,15/01/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
150028,15/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150029,15/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170003,15/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
170010,15/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
170019,15/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190004,15/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190007,15/01/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
190008,15/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
20003,16/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150003,16/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
150006,16/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150009,16/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150012,16/01/2023,SG 024,Công Chúa Bạch Tuyết,1,"690,000","621,000","69,000",0.1
150013,16/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150014,16/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
190003,16/01/2023,SG 155,Chim Cánh Cụt Trên Băng,1,"590,000","590,000",,0
20001,17/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
20004,17/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
20005,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
20006,17/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
150001,17/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150004,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150011,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150012,17/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150015,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
150016,17/01/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
170004,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
170005,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
170007,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
170011,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
190001,17/01/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
190003,17/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
190004,17/01/2023,SG 304,Thử thách IQ Stixx,1,"329,000","329,000",,0
SO0001,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
SO0003,17/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
SO0004,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
SO0005,17/01/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",,0
SO0006,17/01/2023,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
SO0007,17/01/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",,0
SO0008,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
SO0010,17/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0012,17/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
SO0013,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
SO0015,17/01/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150002,18/01/2023,SG 477,Thử thách IQ Link,1,"279,000","279,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
150003,18/01/2023,SG 413,Ghép hình lập phương Pro,1,"399,000","399,000",,0
,,SG 444,Thử thách IQ XOXO,1,"279,000","279,000",,0
150005,18/01/2023,SGM 505,Vương Quốc Rồng,1,"590,000","590,000",,0
150009,18/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",,0
170010,18/01/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",,0
190003,18/01/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",,0
