bill,date,code,sp,quantity,price,revenue,discount
SO0018,28/02/2023,41397, Xe TảI TráI Cây ,1,839000,839000,
170021,18/03/2023,60292,Lắp ráp xe cảnh sát,1,116000,58000,58000
,,60342,Cân bằng cá heo,1,252000,126000,126000
,,60522,Thành phố tương lai,1,322000,161000,161000
,,60532,Thú Lắp Ráp 3D,1,140000,70000,70000
,,60532,Thú Lắp Ráp 3D,1,140000,70000,70000
SO0029,16/02/2023,61192,Bộ đồ nghề sửa chữa,1,270000,135000,135000
SO0011,16/02/2023,61392,Ba bước phát triển,1,103000,51000,52000
,,62342,Đĩa cân bằng,1,190000,95000,95000
,,62522,Trang trại của bé,1,256000,128000,128000
,,62522,Trang trại của bé,1,256000,128000,128000
,,62522,Trang trại của bé,1,256000,128000,128000
,,63082,Thảy vòng chú hề,1,119000,59000,60000
170005,3/1/2023,63192,Trò chơi đập banh.,1,205000,184000,21000
,,63192,Trò chơi đập banh.,1,205000,102000,103000
,,63252,Châu Chấu,1,129000,64000,65000
,,64262,Bánh xe chuyển động,1,160000,80000,80000
,,64262,Bánh xe chuyển động,1,160000,80000,80000
,,64262,Bánh xe chuyển động,1,160000,80000,80000
,,64362,Thử thách câu cá,1,131000,65000,66000
,,64362,Thử thách câu cá,1,131000,65000,66000
,,64362,Thử thách câu cá,1,131000,65000,66000
,,64362,Thử thách câu cá,1,131000,65000,66000
,,64382,Bộ Luyện Nét Cơ Bản 1,1,260000,130000,130000
,,65242,Bé tập làm bác sĩ,1,264000,132000,132000
,,65242,Bé tập làm bác sĩ,1,264000,132000,132000
SO0030,27/03/2023,65242,Bé tập làm bác sĩ,1,264000,132000,132000
SO0002,16/02/2023,65362,Câu ếch,1,184000,92000,92000
,,65362,Câu ếch,1,184000,92000,92000
170006,3/1/2023,65382,Bộ Luyện Viết Số,1,205000,184000,21000
,,65382,Bộ Luyện Viết Số,1,205000,102000,103000
,,66022,Trò chơi đa năng.,1,320000,160000,160000
,,66022,Trò chơi đa năng.,1,320000,160000,160000
,,66022,Trò chơi đa năng.,1,320000,160000,160000
SO0010,12/2/2023,66032,Bếp nướng,1,297000,148000,149000
,,66032,Bếp nướng,1,297000,148000,149000
,,66032,Bếp nướng,1,297000,148000,149000
,,66032,Bếp nướng,1,297000,148000,149000
,,66032,Bếp nướng,1,297000,148000,149000
,,67092,Banh lăn zíc zắc hình sâu,1,256000,128000,128000
,,67092,Banh lăn zíc zắc hình sâu,1,256000,128000,128000
170010,19/03/2023,67302,Xe Đua Địa Hình,1,120000,60000,60000
,,68112,Bảng tính thông minh,1,215000,107000,108000
,,68322,Xe trái cây,1,330000,165000,165000
170038,26/03/2023,68322,Xe trái cây,1,330000,165000,165000
170003,12/3/2023,68442,Bé vui học chữ,1,55000,27000,28000
,,68442,Bé vui học chữ,1,55000,27000,28000
,,69292,Bé học giao thông,1,119000,59000,60000
,,69292,Bé học giao thông,1,119000,59000,60000
,,90036,Bộ Lắp Ráp Kỹ Thuật,1,381000,114000,267000
,,90036,Bộ Lắp Ráp Kỹ Thuật,1,381000,114000,267000
SO0008,13/02/2023,90104,Bé Ơi Cùng Đếm Nhé,1,96000,28000,68000
,,90258,Trò Chơi Memory Chess,1,295000,88000,207000
,,90784,Trò Chơi Hái Táo,1,327000,98000,229000
,,90784,Trò Chơi Hái Táo,1,327000,98000,229000
SO0051,27/03/2023,91026,Xếp Hình Vạn Hoa,1,316000,94000,222000
,,91804,Tìm Nơi Ẩn Náu,1,107000,32000,75000
,,101121,Maker Kit- 50 pcs,1,349000,174000,175000
170012,27/01/2023,101121,Maker Kit- 50 pcs,1,349000,174000,175000
,,101122,Maker Kit- 100 pcs,1,599000,299000,300000
SO0016,27/03/2023,1684016,Mô hình ấm nước thông minh. Hiệu Smart,1,299000,149000,150000
,,1684018,Mô hình máy pha cà phê thông minh. Hiệu Smart,1,549000,274000,275000
,,1684060,Mô hình bàn ủi thông minh. Hiệu Smart,1,299000,149000,150000
170013,1/1/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170021,1/1/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170022,1/1/2023,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
190009,1/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20002,2/1/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170003,2/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,4,349000,1396000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
20006,5/1/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170003,5/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
170004,5/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20001,6/1/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20011,7/1/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
190005,7/1/2023,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON Forest 7,6,349000,2094000,
170014,8/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
190005,8/1/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20001,10/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20001,11/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
170003,11/1/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170002,12/1/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
190004,12/1/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20005,13/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20008,13/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170015,14/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20001,15/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20005,15/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170015,15/01/2023,4.52E+12,POKEMON Forest 7,2,349000,698000,
170006,17/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20004,18/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,2,349000,698000,
20003,19/01/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20009,19/01/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170001,19/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
190002,19/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,3,349000,1047000,
20005,20/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20006,20/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20002,21/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
190002,21/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
190012,22/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
190014,22/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
190004,23/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
20001,24/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
20013,24/01/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
20015,25/01/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20016,25/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20018,25/01/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20003,26/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20010,26/01/2023,4.52E+12,POKEMON World 2,2,349000,698000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
20013,26/01/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
170017,26/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
190013,26/01/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
170003,27/01/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170021,27/01/2023,4.52E+12,POKEMON World 2,2,349000,698000,
170001,28/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170002,28/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170020,28/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
170025,28/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON Forest 7,6,349000,2094000,
20012,29/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20014,29/01/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170004,29/01/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
170016,29/01/2023,4.52E+12,POKEMON Pocket BONSAI 2,2,349000,698000,
190005,29/01/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
190006,29/01/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20001,31/01/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20002,1/2/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20007,1/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
190005,3/2/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20003,4/2/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
170014,4/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,2,349000,698000,
20003,5/2/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20011,5/2/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
,,4.52E+12,POKEMON Forest 7,1,349000,349000,
20024,5/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170010,5/2/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
190007,5/2/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
20001,8/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20009,10/2/2023,4.52E+12,POKEMON World 2,2,349000,698000,
,,4.52E+12,POKEMON Pocket BONSAI 2,2,349000,698000,
170006,10/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170006,11/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170018,11/2/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
190006,11/2/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
20003,12/2/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20011,12/2/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170007,12/2/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20004,14/02/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170004,14/02/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20011,18/02/2023,4.52E+12,POKEMON World 2,1,349000,349000,
190004,18/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170005,19/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190012,19/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
190013,19/02/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
190014,19/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20003,20/02/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170002,20/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190004,20/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190006,20/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190002,22/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170002,23/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
190003,23/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
20011,24/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
170001,24/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
170011,24/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
,,4.52E+12,POKEMON Forest 7,1,349000,349000,
190006,24/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190007,24/02/2023,4.52E+12,POKEMON AQUA BOTTLE,2,349000,698000,
20003,25/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170009,25/02/2023,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170016,25/02/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170027,25/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170029,25/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20006,26/02/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170006,26/02/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170011,26/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
170023,26/02/2023,4.52E+12,POKEMON World 2,6,349000,2094000,
170027,26/02/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
190010,26/02/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20001,1/3/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20003,2/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170004,3/3/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
20014,4/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
190010,4/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
20005,5/3/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20012,5/3/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
,,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20015,5/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
170006,5/3/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
170023,5/3/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
20005,8/3/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190008,8/3/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20004,10/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
170005,10/3/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
,,4.52E+12,POKEMON Nakayoshi friends 2,2,349000,698000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,2,349000,698000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
,,4.52E+12,POKEMON World 2,1,349000,349000,
170002,11/3/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
170004,11/3/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
190002,11/3/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20011,12/3/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170013,12/3/2023,4.52E+12,POKEMON AQUA BOTTLE,2,349000,698000,
170014,12/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
190001,12/3/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
190003,13/03/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
,,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20006,15/03/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
20008,16/03/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
20005,17/03/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190004,17/03/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20009,18/03/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170019,18/03/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190003,18/03/2023,4.52E+12,Rement – POKEMON Pochama Collection,1,299000,299000,
20001,19/03/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
20012,19/03/2023,4.52E+12,POKEMON World 2,1,349000,349000,
,,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20021,19/03/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170005,19/03/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
170014,19/03/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
190009,19/03/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
170003,21/03/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
20001,22/03/2023,4.52E+12,POKEMON AQUA BOTTLE,1,349000,349000,
190001,23/03/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
170004,24/03/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
170005,24/03/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
20021,25/03/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20009,26/03/2023,4.52E+12,POKEMON Pocket BONSAI 2,1,349000,349000,
CR2303100440,26/03/2023,4.52E+12,POKEMON Pocket BONSAI 2,-1,349000,-349000,
170005,26/03/2023,4.52E+12,POKEMON Forest 7,1,349000,349000,
170024,26/03/2023,4.52E+12,POKEMON SWING VIGNETTE Collection2,1,349000,349000,
20005,28/03/2023,4.52E+12,POKEMON Midnight Mansion,1,349000,349000,
,,4.52E+12,POKEMON Forest 7,1,349000,349000,
20006,28/03/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
190003,29/03/2023,4.52E+12,POKEMON Midnight Mansion,4,349000,1396000,
170003,30/03/2023,4.52E+12,POKEMON World 2,1,349000,349000,
170004,30/03/2023,4.52E+12,POKEMON World 2,1,349000,349000,
20007,31/03/2023,4.52E+12,POKEMON Nakayoshi friends 2,1,349000,349000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170014,1/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,4,249000,996000,
20003,2/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190003,2/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20008,7/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,3,249000,747000,
20009,7/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20013,7/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170014,7/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20016,8/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190009,8/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190010,8/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190004,9/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170006,11/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20003,12/1/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170008,17/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20005,18/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20004,19/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,2,249000,498000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,2,249000,498000,
170011,24/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190006,25/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20014,26/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170006,29/01/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,3,249000,747000,
170009,10/2/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170016,11/2/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170024,11/2/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170003,12/2/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,2,249000,498000,
20004,20/02/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190002,21/02/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,6,249000,1494000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,3,249000,747000,
170024,25/02/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170024,26/02/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190005,27/02/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
190007,5/3/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20006,7/3/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170001,7/3/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170003,9/3/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
SO0022,9/3/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170015,19/03/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
170004,23/03/2023,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
,,4.55E+12,POKEMON SCALE WORLD KANTO REGION W/O GUM,1,249000,249000,
20008,1/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
20017,1/1/2023,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
20025,1/1/2023,4.57E+12,POKEPLA 49 GARDEVOIR (SIRNIGHT),1,449000,449000,
170002,1/1/2023,4.57E+12,POKEPLA QUICK!! 07 Eevee (Sleeping Pose),1,259000,259000,
170004,1/1/2023,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
170006,1/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
,,4.57E+12,POKEPLA 40 LUNALA,1,399000,399000,
20001,2/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
20006,2/1/2023,4.57E+12,POKEPLA 49 GARDEVOIR (SIRNIGHT),1,449000,449000,
20007,2/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
20008,2/1/2023,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
,,4.57E+12,POKEPLA QUICK!! 08 Mimikyu,1,259000,259000,
20005,3/1/2023,4.57E+12,POKEPLA 40 LUNALA,1,399000,399000,
20001,5/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
,,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
,,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
,,4.57E+12,POKEPLA QUICK!! 11 Charmander,2,259000,518000,
,,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
20005,5/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
170005,5/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
,,4.57E+12,POKEPLA 49 GARDEVOIR (SIRNIGHT),1,449000,449000,
,,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
,,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
170006,5/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
170001,6/1/2023,4.57E+12,POKEPLA 40 LUNALA,1,399000,399000,
190003,6/1/2023,4.57E+12,POKEPLA QUICK!! 04 Evee,1,259000,259000,
20007,7/1/2023,4.57E+12,POKEPLA 40 LUNALA,1,399000,399000,
170004,7/1/2023,4.57E+12,POKEPLA QUICK!! 11 Charmander,1,259000,259000,
,,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
170015,7/1/2023,4.57E+12,POKEPLA 14 ZEKROM,1,299000,299000,
,,4.57E+12,POKEPLA QUICK!! 06 Pochama,1,259000,259000,
,,4.57E+12,POKEPLA 13 RESHIRAM,1,299000,299000,
170022,7/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
170025,7/1/2023,4.57E+12,POKEPLA 40 LUNALA,1,399000,399000,
20012,8/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
170001,8/1/2023,4.57E+12,POKEPLA 32 MEWTWO,1,299000,299000,
20002,9/1/2023,4.57E+12,POKEPLA QUICK!! 07 Eevee (Sleeping Pose),1,259000,259000,
